country_code,date,holiday_name
PT,2011-12-01,Restoration of Independence Day
RO,2011-12-01,National Day
AE,2011-12-02,National Day
AE,2011-12-03,National Day
PK,2011-12-04,Ashura
SE,2011-12-04,Sunday
PK,2011-12-05,Ashura
ES,2011-12-06,Constitution Day
FI,2011-12-06,Independence Day
IN,2011-12-06,Ashura
AR,2011-12-08,Immaculate Conception
AT,2011-12-08,Immaculate Conception
CL,2011-12-08,Immaculate Conception
CO,2011-12-08,Immaculate Conception
ES,2011-12-08,Immaculate Conception
IT,2011-12-08,Immacolata Concezione
LI,2011-12-08,Immaculate Conception
MK,2011-12-08,Saint Clement of Ohrid Day
MT,2011-12-08,Feast of the Immaculate Conception
NI,2011-12-08,Immaculate Conception
PE,2011-12-08,Immaculate Conception
PT,2011-12-08,Immaculate Conception
PY,2011-12-08,Caacupe Virgin Day
UZ,2011-12-08,Constitution Day
AR,2011-12-09,Bridge Public Holiday
MG,2011-12-11,Republic Day
SE,2011-12-11,Sunday
KE,2011-12-12,Jamhuri Day
MT,2011-12-13,Republic Day
BD,2011-12-16,Victory Day
KZ,2011-12-16,Independence Day
ZA,2011-12-16,Day of Reconciliation
KZ,2011-12-17,Independence Day
SE,2011-12-18,Sunday
KZ,2011-12-19,Independence Day (observed)
ZW,2011-12-22,Unity Day
JP,2011-12-23,Emperor's Birthday
BG,2011-12-24,Christmas Eve
CZ,2011-12-24,Christmas Eve
EE,2011-12-24,Christmas Eve
FI,2011-12-24,Christmas Eve
LT,2011-12-24,Christmas Eve
LV,2011-12-24,Christmas Eve
SE,2011-12-24,Christmas Eve
SK,2011-12-24,Christmas Eve
VE,2011-12-24,Christmas Eve
AO,2011-12-25,Christmas and Family Day
AR,2011-12-25,Christmas Day
AT,2011-12-25,Christmas Day
AU,2011-12-25,Christmas Day
AW,2011-12-25,Christmas Day
BA,2011-12-25,Catholic Christmas Day
BE,2011-12-25,Christmas Day
BG,2011-12-25,Christmas Day
BI,2011-12-25,Christmas Day
BO,2011-12-25,Christmas Day
BR,2011-12-25,Christmas Day
BW,2011-12-25,Christmas Day
BY,2011-12-25,Catholic Christmas Day
CA,2011-12-25,Christmas Day
CH,2011-12-25,Christmas Day
CL,2011-12-25,Christmas Day
CO,2011-12-25,Christmas Day
CU,2011-12-25,Christmas Day
CW,2011-12-25,Christmas Day
CY,2011-12-25,Christmas Day
CZ,2011-12-25,Christmas Day
DE,2011-12-25,Christmas Day
DJ,2011-12-25,Christmas Day
DK,2011-12-25,Christmas Day
DO,2011-12-25,Christmas Day
EE,2011-12-25,Christmas Day
FI,2011-12-25,Christmas Day
FR,2011-12-25,Christmas Day
GB,2011-12-25,Christmas Day
GR,2011-12-25,Christmas Day
HK,2011-12-25,Christmas Day
HN,2011-12-25,Christmas Day
HR,2011-12-25,Christmas Day
HU,2011-12-25,Christmas Day
ID,2011-12-25,Christmas Day
IE,2011-12-25,Christmas Day
IM,2011-12-25,Christmas Day
IN,2011-12-25,Christmas
IS,2011-12-25,Christmas Day
IT,2011-12-25,Natale
JM,2011-12-25,Christmas Day
KE,2011-12-25,Christmas Day
KR,2011-12-25,Christmas Day
LI,2011-12-25,Christmas Day
LS,2011-12-25,Christmas Day
LT,2011-12-25,Christmas Day
LU,2011-12-25,Christmas Day
LV,2011-12-25,Christmas Day
MG,2011-12-25,Christmas Day
MT,2011-12-25,Christmas Day
MW,2011-12-25,Christmas Day
MX,2011-12-25,Christmas Day
MY,2011-12-25,Christmas Day
MZ,2011-12-25,Family Day
NA,2011-12-25,Christmas Day
NG,2011-12-25,Christmas Day
NI,2011-12-25,Christmas Day
NL,2011-12-25,Christmas Day
NO,2011-12-25,Christmas Day
NZ,2011-12-25,Christmas Day
PE,2011-12-25,Christmas Day
PK,2011-12-25,Quaid-e-Azam Day
PL,2011-12-25,Christmas Day
PT,2011-12-25,Christmas Day
PY,2011-12-25,Christmas Day
RO,2011-12-25,Christmas Day
SE,2011-12-25,Christmas Day; Sunday
SG,2011-12-25,Christmas Day
SI,2011-12-25,Christmas Day
SK,2011-12-25,Christmas Day
SZ,2011-12-25,Christmas Day
US,2011-12-25,Christmas Day
UY,2011-12-25,Day of the Family
VE,2011-12-25,Christmas Day
ZA,2011-12-25,Christmas Day
ZM,2011-12-25,Christmas Day
ZW,2011-12-25,Christmas Day
AT,2011-12-26,Saint Stephen's Day
AU,2011-12-26,Boxing Day
AW,2011-12-26,Second Day of Christmas
BG,2011-12-26,Christmas Day
BI,2011-12-26,Christmas Day (observed)
BO,2011-12-26,Christmas Day (observed)
BW,2011-12-26,Boxing Day
CA,2011-12-26,Christmas Day (observed)
CW,2011-12-26,Second Day of Christmas
CY,2011-12-26,Day After Christmas
CZ,2011-12-26,Second Day of Christmas
DE,2011-12-26,Second Day of Christmas
DK,2011-12-26,Second Day of Christmas
EE,2011-12-26,Second Day of Christmas
FI,2011-12-26,Second Day of Christmas
GB,2011-12-26,Boxing Day
GR,2011-12-26,Glorifying Mother of God
HK,2011-12-26,Christmas Day (observed)
HR,2011-12-26,Saint Stephen's Day
HU,2011-12-26,Second Day of Christmas
IE,2011-12-26,Saint Stephen's Day
IM,2011-12-26,Boxing Day
IS,2011-12-26,Second Day of Christmas
IT,2011-12-26,Santo Stefano
JM,2011-12-26,Boxing Day
KE,2011-12-26,Boxing Day
LI,2011-12-26,Saint Stephen's Day
LS,2011-12-26,Boxing Day
LT,2011-12-26,Second Day of Christmas
LU,2011-12-26,Saint Stephen's Day
LV,2011-12-26,Second Day of Christmas
MW,2011-12-26,Boxing Day
MY,2011-12-26,Christmas Day (observed)
MZ,2011-12-26,Family Day (observed)
NA,2011-12-26,Family Day
NG,2011-12-26,Boxing Day
NL,2011-12-26,Second Day of Christmas
NO,2011-12-26,Second Day of Christmas
NZ,2011-12-26,Boxing Day
PL,2011-12-26,Second Day of Christmas
RO,2011-12-26,Christmas Day
SE,2011-12-26,Second Day of Christmas
SG,2011-12-26,Christmas Day (observed)
SI,2011-12-26,Independence and Unity Day
SK,2011-12-26,Second Day of Christmas
SZ,2011-12-26,Boxing Day
US,2011-12-26,Christmas Day (observed)
ZA,2011-12-26,Day of Goodwill
ZM,2011-12-26,Christmas Day (observed)
ZW,2011-12-26,Boxing Day
BW,2011-12-27,Christmas Day (observed)
GB,2011-12-27,Christmas Day (observed)
IM,2011-12-27,Christmas Day (observed)
JM,2011-12-27,Christmas Day (observed)
KE,2011-12-27,Christmas Day (observed)
MW,2011-12-27,Christmas Day (observed)
NZ,2011-12-27,Christmas Day (observed)
ZA,2011-12-27,Public holiday by presidential decree
ZW,2011-12-27,Christmas Day (observed)
AM,2011-12-31,New Year's Eve
AZ,2011-12-31,International Azerbaijanis Solidarity Day
CU,2011-12-31,New Year's Eve
LV,2011-12-31,New Year's Eve
SE,2011-12-31,New Year's Eve
VE,2011-12-31,New Year's Eve
AE,2012-01-01,New Year's Day
AM,2012-01-01,New Year's Day
AO,2012-01-01,New Year's Day
AR,2012-01-01,New Year's Day
AT,2012-01-01,New Year's Day
AU,2012-01-01,New Year's Day
AW,2012-01-01,New Year's Day
AZ,2012-01-01,New Year's Day
BA,2012-01-01,New Year's Day
BE,2012-01-01,New Year's Day
BG,2012-01-01,New Year's Day
BI,2012-01-01,New Year's Day
BO,2012-01-01,New Year's Day
BR,2012-01-01,Universal Fraternization Day
BW,2012-01-01,New Year's Day
BY,2012-01-01,New Year's Day
CA,2012-01-01,New Year's Day
CH,2012-01-01,New Year's Day
CL,2012-01-01,New Year's Day
CN,2012-01-01,New Year's Day
CO,2012-01-01,New Year's Day
CU,2012-01-01,Liberation Day
CW,2012-01-01,New Year's Day
CY,2012-01-01,New Year's Day
CZ,2012-01-01,Independent Czech State Restoration Day; New Year's Day
DE,2012-01-01,New Year's Day
DJ,2012-01-01,New Year's Day
DK,2012-01-01,New Year's Day
DO,2012-01-01,New Year's Day
EE,2012-01-01,New Year's Day
EG,2012-01-01,New Year's Day
FI,2012-01-01,New Year's Day
FR,2012-01-01,New Year's Day
GB,2012-01-01,New Year's Day
GE,2012-01-01,New Year's Day
GR,2012-01-01,New Year's Day
HK,2012-01-01,New Year's Day
HN,2012-01-01,New Year's Day
HR,2012-01-01,New Year's Day
HU,2012-01-01,New Year's Day
ID,2012-01-01,New Year's Day
IE,2012-01-01,New Year's Day
IM,2012-01-01,New Year's Day
IS,2012-01-01,New Year's Day
IT,2012-01-01,Capodanno
JM,2012-01-01,New Year's Day
JP,2012-01-01,New Year's Day
KE,2012-01-01,New Year's Day
KR,2012-01-01,New Year's Day
KZ,2012-01-01,New Year's Day
LI,2012-01-01,New Year's Day
LS,2012-01-01,New Year's Day
LT,2012-01-01,New Year's Day
LU,2012-01-01,New Year's Day
LV,2012-01-01,New Year's Day
MA,2012-01-01,New Year's Day
MD,2012-01-01,New Year's Day
MG,2012-01-01,New Year's Day
MK,2012-01-01,New Year's Day
MT,2012-01-01,New Year's Day
MW,2012-01-01,New Year's Day
MX,2012-01-01,New Year's Day
MZ,2012-01-01,International Fraternalism Day
NA,2012-01-01,New Year's Day
NG,2012-01-01,New Year's Day
NI,2012-01-01,New Year's Day
NL,2012-01-01,New Year's Day
NO,2012-01-01,New Year's Day
NZ,2012-01-01,New Year's Day
PE,2012-01-01,New Year's Day
PL,2012-01-01,New Year's Day
PT,2012-01-01,New Year's Day
PY,2012-01-01,New Year's Day
RO,2012-01-01,New Year's Day
RS,2012-01-01,New Year's Day
RU,2012-01-01,New Year Holidays
SE,2012-01-01,New Year's Day; Sunday
SG,2012-01-01,New Year's Day
SI,2012-01-01,New Year's Day
SK,2012-01-01,Day of the Establishment of the Slovak Republic
SZ,2012-01-01,New Year's Day
TN,2012-01-01,New Year's Day
TR,2012-01-01,New Year's Day
TW,2012-01-01,Founding Day of the Republic of China
UA,2012-01-01,New Year's Day
US,2012-01-01,New Year's Day
UY,2012-01-01,New Year's Day
UZ,2012-01-01,New Year's Day
VE,2012-01-01,New Year's Day
VN,2012-01-01,New Year's Day
ZA,2012-01-01,New Year's Day
ZM,2012-01-01,New Year's Day
ZW,2012-01-01,New Year's Day
AM,2012-01-02,New Year's Day
AZ,2012-01-02,New Year's Day
BA,2012-01-02,New Year's Day
BI,2012-01-02,New Year's Day (observed)
BO,2012-01-02,New Year's Day (observed)
BW,2012-01-02,New Year's Day Holiday
CA,2012-01-02,New Year's Day (observed)
CN,2012-01-02,New Year's Day (observed)
CU,2012-01-02,Liberation Day (observed); Victory Day
GB,2012-01-02,New Year's Day (observed)
GE,2012-01-02,New Year's Day
HK,2012-01-02,New Year's Day (observed)
IM,2012-01-02,New Year's Day (observed)
JM,2012-01-02,New Year's Day (observed)
JP,2012-01-02,Substitute Holiday
KE,2012-01-02,New Year's Day (observed)
KZ,2012-01-02,New Year's Day
MW,2012-01-02,New Year's Day (observed)
MZ,2012-01-02,International Fraternalism Day (observed)
NA,2012-01-02,New Year's Day (observed)
NZ,2012-01-02,Day after New Year's Day
RO,2012-01-02,New Year's Day
RS,2012-01-02,New Year's Day
RU,2012-01-02,New Year Holidays
SG,2012-01-02,New Year's Day (observed)
SI,2012-01-02,New Year's Day
UA,2012-01-02,New Year's Day (observed)
US,2012-01-02,New Year's Day (observed)
VN,2012-01-02,New Year's Day (observed)
ZA,2012-01-02,New Year's Day (observed)
ZM,2012-01-02,New Year's Day (observed)
ZW,2012-01-02,New Year's Day (observed)
AM,2012-01-03,New Year's Day
AZ,2012-01-03,International Azerbaijanis Solidarity Day (observed)
BW,2012-01-03,New Year's Day (observed)
CN,2012-01-03,Day off (substituted from 12/31/2011)
KZ,2012-01-03,New Year's Day (observed)
NZ,2012-01-03,New Year's Day (observed)
RS,2012-01-03,New Year's Day (observed)
RU,2012-01-03,New Year Holidays
AM,2012-01-04,New Year's Day
AZ,2012-01-04,New Year's Day (observed)
RU,2012-01-04,New Year Holidays
AM,2012-01-05,Christmas Holidays
RU,2012-01-05,New Year Holidays
AM,2012-01-06,Christmas and Epiphany Day
AT,2012-01-06,Epiphany
CY,2012-01-06,Epiphany
ES,2012-01-06,Epiphany
FI,2012-01-06,Epiphany
GR,2012-01-06,Epiphany
HR,2012-01-06,Epiphany
IT,2012-01-06,Epifania del Signore
LI,2012-01-06,Epiphany
PL,2012-01-06,Epiphany
RU,2012-01-06,Day off (substituted from 01/01/2012)
SE,2012-01-06,Epiphany
SK,2012-01-06,Epiphany (Three Kings' Day and Orthodox Christmas)
AM,2012-01-07,Memorial Day
BA,2012-01-07,Orthodox Christmas Day
BY,2012-01-07,Orthodox Christmas Day
EG,2012-01-07,Coptic Christmas Day
ET,2012-01-07,Christmas Day
GE,2012-01-07,Christmas Day
KZ,2012-01-07,Orthodox Christmas
MD,2012-01-07,Christmas Day
MK,2012-01-07,Christmas Day (Orthodox)
RS,2012-01-07,Orthodox Christmas Day
RU,2012-01-07,Christmas Day
UA,2012-01-07,Christmas Day
MD,2012-01-08,Christmas Day
SE,2012-01-08,Sunday
CO,2012-01-09,Epiphany (observed)
DO,2012-01-09,Epiphany
JP,2012-01-09,Coming of Age Day
RU,2012-01-09,Day off (substituted from 01/07/2012)
UA,2012-01-09,Christmas Day (observed)
MA,2012-01-11,Proclamation of Independence Day
TN,2012-01-14,Revolution and Youth Day
MW,2012-01-15,John Chilembwe Day
SE,2012-01-15,Sunday
MW,2012-01-16,John Chilembwe Day (observed)
US,2012-01-16,Martin Luther King Jr. Day
GE,2012-01-19,Epiphany
AZ,2012-01-20,Martyrs' Day
ET,2012-01-20,Epiphany Day
DO,2012-01-21,Lady of Altagracia
BO,2012-01-22,Plurinational State Foundation Day
CN,2012-01-22,Chinese New Year's Eve
KR,2012-01-22,The day preceding Korean New Year
SE,2012-01-22,Sunday
TW,2012-01-22,Chinese New Year's Eve
VN,2012-01-22,Lunar New Year's Eve
BO,2012-01-23,Plurinational State Foundation Day (observed)
CN,2012-01-23,Chinese New Year (Spring Festival)
HK,2012-01-23,Chinese New Year
ID,2012-01-23,Lunar New Year
KR,2012-01-23,Korean New Year
MY,2012-01-23,Chinese New Year
SG,2012-01-23,Chinese New Year
TW,2012-01-23,Chinese New Year
VN,2012-01-23,Lunar New Year
CN,2012-01-24,Chinese New Year (Spring Festival)
HK,2012-01-24,The second day of Chinese New Year
KR,2012-01-24,The second day of Korean New Year
MY,2012-01-24,Chinese New Year (Second Day)
SG,2012-01-24,Chinese New Year
TW,2012-01-24,Chinese New Year
VN,2012-01-24,Second Day of Lunar New Year
AW,2012-01-25,Betico Day
CN,2012-01-25,Chinese New Year's Eve (observed)
EG,2012-01-25,January 25th Revolution Day
HK,2012-01-25,The third day of Chinese New Year
TW,2012-01-25,Chinese New Year
VN,2012-01-25,Third Day of Lunar New Year
AU,2012-01-26,Australia Day
CN,2012-01-26,Day off (substituted from 01/21/2012)
IN,2012-01-26,Republic Day
TW,2012-01-26,Chinese New Year's Eve (observed)
VN,2012-01-26,Fourth Day of Lunar New Year
CN,2012-01-27,Day off (substituted from 01/29/2012)
TW,2012-01-27,Day off (substituted from 02/04/2012)
VN,2012-01-27,Day off (substituted from 02/04/2012)
AM,2012-01-28,Army Day
SE,2012-01-29,Sunday
DO,2012-01-30,Juan Pablo Duarte Day
LI,2012-02-02,Candlemas
MZ,2012-02-03,Heroes' Day
AE,2012-02-04,Prophet's Birthday (estimated)
AO,2012-02-04,Liberation Movement Day
DJ,2012-02-04,Prophet Muhammad's Birthday (estimated)
EG,2012-02-04,Prophet's Birthday (estimated)
ET,2012-02-04,Prophet's Birthday (estimated)
MA,2012-02-04,Prophet's Birthday (estimated)
NG,2012-02-04,Eid-el-Mawlid (estimated)
TN,2012-02-04,Prophet's Birthday (estimated)
BI,2012-02-05,Unity Day
ID,2012-02-05,Prophet's Birthday
IN,2012-02-05,Prophet's Birthday
MA,2012-02-05,Prophet's Birthday (estimated)
MY,2012-02-05,Prophet Muhammad's Birthday
PK,2012-02-05,Kashmir Solidarity Day; Prophet's Birthday
SE,2012-02-05,Sunday
BI,2012-02-06,Unity Day (observed)
MX,2012-02-06,Constitution Day
MY,2012-02-06,Prophet Muhammad's Birthday (observed)
NZ,2012-02-06,Waitangi Day
SI,2012-02-08,"Prešeren's Day, the Slovenian Cultural Holiday"
MT,2012-02-10,Feast of Saint Paul's Shipwreck
JP,2012-02-11,Foundation Day
SE,2012-02-12,Sunday
RS,2012-02-15,Statehood Day
LT,2012-02-16,Day of Restoration of the State of Lithuania
RS,2012-02-16,Statehood Day
SE,2012-02-19,Sunday
AR,2012-02-20,Carnival Monday
AW,2012-02-20,Carnival Monday
BO,2012-02-20,Carnival
CW,2012-02-20,Carnival Monday
IN,2012-02-20,Maha Shivaratri
US,2012-02-20,Washington's Birthday
VE,2012-02-20,Monday of Carnival
AO,2012-02-21,Carnival Day
AR,2012-02-21,Carnival Tuesday
BD,2012-02-21,International Mother's language Day
BO,2012-02-21,Carnival
VE,2012-02-21,Tuesday of Carnival
JM,2012-02-22,Ash Wednesday
RU,2012-02-23,Defender of the Fatherland Day
EE,2012-02-24,Independence Day
SE,2012-02-26,Sunday
AR,2012-02-27,Bicentenary of the creation and first oath of the national flag
CY,2012-02-27,Green Monday
DO,2012-02-27,Independence Day
GR,2012-02-27,Green Monday
TW,2012-02-27,Day off (substituted from 03/03/2012)
TW,2012-02-28,Peace Memorial Day
KR,2012-03-01,Independence Movement Day
PY,2012-03-01,Patriots Day
ET,2012-03-02,Adwa Victory Day
BG,2012-03-03,Liberation Day
GE,2012-03-03,Mother's Day
MW,2012-03-03,Martyrs Day
SE,2012-03-04,Sunday
MW,2012-03-05,Martyrs Day (observed)
AM,2012-03-08,Women's Day
AO,2012-03-08,International Women's Day
AZ,2012-03-08,Women's Day
BY,2012-03-08,Women's Day
GE,2012-03-08,International Women's Day
KZ,2012-03-08,International Women's Day
MD,2012-03-08,International Women's Day
MG,2012-03-08,Women's Day
RU,2012-03-08,International Women's Day
UA,2012-03-08,International Women's Day
UZ,2012-03-08,Women's Day
ZM,2012-03-08,International Women's Day
BY,2012-03-09,Day off (substituted from 03/11/2012)
KZ,2012-03-09,Day off (substituted from 03/11/2012)
RU,2012-03-09,Day off (substituted from 03/11/2012)
UA,2012-03-09,Day off (substituted from 03/03/2012)
LS,2012-03-11,Moshoeshoe's Day
LT,2012-03-11,Day of Restoration of Independence of Lithuania
SE,2012-03-11,Sunday
ZM,2012-03-12,Youth Day
HU,2012-03-15,National Day
HU,2012-03-16,Day off (substituted from 03/24/2012)
BD,2012-03-17,Sheikh Mujibur Rahman's Birthday and Children's Day
IE,2012-03-17,Saint Patrick's Day
AW,2012-03-18,National Anthem and Flag Day
SE,2012-03-18,Sunday
CO,2012-03-19,Saint Joseph's Day
LI,2012-03-19,Saint Joseph's Day
MT,2012-03-19,Feast of Saint Joseph
MX,2012-03-19,Benito Juárez's birthday
AZ,2012-03-20,Spring Festival
JP,2012-03-20,Vernal Equinox Day
TN,2012-03-20,Independence Day
AZ,2012-03-21,Spring Festival
KZ,2012-03-21,Nowruz Holiday
NA,2012-03-21,Independence Day
UZ,2012-03-21,Nowruz
ZA,2012-03-21,Human Rights Day
AZ,2012-03-22,Spring Festival
KZ,2012-03-22,Nowruz Holiday
AZ,2012-03-23,Spring Festival
ID,2012-03-23,Day of Silence
KZ,2012-03-23,Nowruz Holiday
PK,2012-03-23,Pakistan Day
AR,2012-03-24,National Day of Remembrance for Truth and Justice
AZ,2012-03-24,Spring Festival
CY,2012-03-25,Greek Independence Day
GR,2012-03-25,Independence Day
SE,2012-03-25,Sunday
AZ,2012-03-26,Spring Festival (observed)
BD,2012-03-26,Independence Day
MG,2012-03-29,Martyrs' Day
MT,2012-03-31,Freedom Day
VN,2012-03-31,Hung Kings' Commemoration Day
CY,2012-04-01,Cyprus National Day
SE,2012-04-01,Sunday
AR,2012-04-02,Veteran's Day and the Fallen in the Malvinas War
CN,2012-04-02,Day off (substituted from 03/31/2012)
VN,2012-04-02,Hung Kings' Commemoration Day (observed)
CN,2012-04-03,Day off (substituted from 04/01/2012)
AO,2012-04-04,Peace and National Reconciliation Day
CN,2012-04-04,Tomb-Sweeping Day
HK,2012-04-04,Tomb-Sweeping Day
TW,2012-04-04,Children's Day; Tomb-Sweeping Day
AR,2012-04-05,Maundy Thursday
CO,2012-04-05,Maundy Thursday
DK,2012-04-05,Maundy Thursday
HN,2012-04-05,Maundy Thursday
IN,2012-04-05,Mahavir Jayanti
IS,2012-04-05,Maundy Thursday
NI,2012-04-05,Maundy Thursday
NO,2012-04-05,Maundy Thursday
PE,2012-04-05,Maundy Thursday
PY,2012-04-05,Maundy Thursday
VE,2012-04-05,Maundy Thursday
AO,2012-04-06,Good Friday
AR,2012-04-06,Good Friday
AU,2012-04-06,Good Friday
AW,2012-04-06,Good Friday
BI,2012-04-06,President Ntaryamira Day
BO,2012-04-06,Good Friday
BR,2012-04-06,Good Friday
BW,2012-04-06,Good Friday
CA,2012-04-06,Good Friday
CL,2012-04-06,Good Friday
CO,2012-04-06,Good Friday
CU,2012-04-06,Good Friday
CW,2012-04-06,Good Friday
DE,2012-04-06,Good Friday
DK,2012-04-06,Good Friday
DO,2012-04-06,Good Friday
EE,2012-04-06,Good Friday
ES,2012-04-06,Good Friday
FI,2012-04-06,Good Friday
GB,2012-04-06,Good Friday
HN,2012-04-06,Good Friday
ID,2012-04-06,Good Friday
IM,2012-04-06,Good Friday
IN,2012-04-06,Good Friday
IS,2012-04-06,Good Friday
JM,2012-04-06,Good Friday
KE,2012-04-06,Good Friday
LS,2012-04-06,Good Friday
LV,2012-04-06,Good Friday
MT,2012-04-06,Good Friday
MW,2012-04-06,Good Friday
NA,2012-04-06,Good Friday
NG,2012-04-06,Good Friday
NI,2012-04-06,Good Friday
NO,2012-04-06,Good Friday
NZ,2012-04-06,Good Friday
PE,2012-04-06,Good Friday
PT,2012-04-06,Good Friday
PY,2012-04-06,Good Friday
SE,2012-04-06,Good Friday
SG,2012-04-06,Good Friday
SK,2012-04-06,Good Friday
SZ,2012-04-06,Good Friday
VE,2012-04-06,Good Friday
ZA,2012-04-06,Good Friday
ZM,2012-04-06,Good Friday
ZW,2012-04-06,Good Friday
BW,2012-04-07,Holy Saturday
CL,2012-04-07,Holy Saturday
HN,2012-04-07,Holy Saturday
IL,2012-04-07,Pesach
MZ,2012-04-07,Women's Day
ZM,2012-04-07,Holy Saturday
ZW,2012-04-07,Easter Saturday
BE,2012-04-08,Easter Sunday
BY,2012-04-08,Catholic Easter
CW,2012-04-08,Easter Sunday
DK,2012-04-08,Easter Sunday
EE,2012-04-08,Easter Sunday
FI,2012-04-08,Easter Sunday
HR,2012-04-08,Easter Sunday
HU,2012-04-08,Easter
IS,2012-04-08,Easter Sunday
IT,2012-04-08,Pasqua di Resurrezione
LI,2012-04-08,Easter Sunday
LT,2012-04-08,Easter Sunday
LV,2012-04-08,Easter Sunday
MG,2012-04-08,Easter Sunday
NL,2012-04-08,Easter Sunday
NO,2012-04-08,Easter Sunday
PE,2012-04-08,Easter Sunday
PL,2012-04-08,Easter Sunday
PT,2012-04-08,Easter Sunday
PY,2012-04-08,Easter Sunday
SE,2012-04-08,Easter Sunday; Sunday
SI,2012-04-08,Easter Sunday
AT,2012-04-09,Easter Monday
AU,2012-04-09,Easter Monday
AW,2012-04-09,Easter Monday
BA,2012-04-09,Catholic Easter Monday
BE,2012-04-09,Easter Monday
BW,2012-04-09,Easter Monday
CW,2012-04-09,Easter Monday
CZ,2012-04-09,Easter Monday
DE,2012-04-09,Easter Monday
DK,2012-04-09,Easter Monday
FI,2012-04-09,Easter Monday
FR,2012-04-09,Easter Monday
GE,2012-04-09,National Unity Day
HR,2012-04-09,Easter Monday
HU,2012-04-09,Easter Monday
IE,2012-04-09,Easter Monday
IM,2012-04-09,Easter Monday
IS,2012-04-09,Easter Monday
IT,2012-04-09,Lunedì dell'Angelo
JM,2012-04-09,Easter Monday
KE,2012-04-09,Easter Monday
LI,2012-04-09,Easter Monday
LS,2012-04-09,Easter Monday
LT,2012-04-09,Easter Monday
LU,2012-04-09,Easter Monday
LV,2012-04-09,Easter Monday
MG,2012-04-09,Easter Monday
MW,2012-04-09,Easter Monday
NA,2012-04-09,Easter Monday
NG,2012-04-09,Easter Monday
NL,2012-04-09,Easter Monday
NO,2012-04-09,Easter Monday
NZ,2012-04-09,Easter Monday
PL,2012-04-09,Easter Monday
SE,2012-04-09,Easter Monday
SI,2012-04-09,Easter Monday
SK,2012-04-09,Easter Monday
SZ,2012-04-09,Easter Monday
TN,2012-04-09,Martyrs' Day
ZA,2012-04-09,Family Day
ZM,2012-04-09,Easter Monday
ZW,2012-04-09,Easter Monday
KR,2012-04-11,National Assembly Election Day
BA,2012-04-13,Orthodox Good Friday
BG,2012-04-13,Good Friday
CY,2012-04-13,Good Friday
ET,2012-04-13,Good Friday
GE,2012-04-13,Good Friday
GR,2012-04-13,Good Friday
IL,2012-04-13,Seventh day of Pesach
RS,2012-04-13,Good Friday
BD,2012-04-14,Bengali New Year's Day
BG,2012-04-14,Holy Saturday
GE,2012-04-14,Holy Saturday
HN,2012-04-14,Panamerican Day
RS,2012-04-14,Holy Saturday
BG,2012-04-15,Easter
BY,2012-04-15,Orthodox Easter
CY,2012-04-15,Easter Sunday
EG,2012-04-15,Coptic Easter
ET,2012-04-15,Easter Sunday
GE,2012-04-15,Easter Sunday
MD,2012-04-15,Easter
RO,2012-04-15,Easter
RS,2012-04-15,Easter Sunday
SE,2012-04-15,Sunday
UA,2012-04-15,Easter Sunday (Pascha)
BG,2012-04-16,Easter
CY,2012-04-16,Easter Monday
EG,2012-04-16,Sham El Nessim
GE,2012-04-16,Easter Monday
GR,2012-04-16,Easter Monday
MD,2012-04-16,Easter
MK,2012-04-16,Easter Monday (Orthodox)
RO,2012-04-16,Easter
RS,2012-04-16,Easter Monday
UA,2012-04-16,Easter Sunday (Pascha) (observed)
ZW,2012-04-18,Independence Day
IS,2012-04-19,First Day of Summer
SZ,2012-04-19,King's Birthday
VE,2012-04-19,Declaration of Independence
BR,2012-04-21,Tiradentes' Day
SE,2012-04-22,Sunday
BY,2012-04-23,Day off (substituted from 04/28/2012)
MD,2012-04-23,Day of Rejoicing
TR,2012-04-23,National Sovereignty and Children's Day
AM,2012-04-24,Genocide Memorial Day
BY,2012-04-24,Radunitsa (Day of Rejoicing)
AU,2012-04-25,ANZAC Day
EG,2012-04-25,Sinai Liberation Day
IT,2012-04-25,Festa della Liberazione
NZ,2012-04-25,Anzac Day
PT,2012-04-25,Freedom Day
SZ,2012-04-25,National Flag Day
IL,2012-04-26,Independence Day (observed)
SI,2012-04-27,Day of Uprising Against Occupation
ZA,2012-04-27,Freedom Day
JP,2012-04-29,Showa Day
SE,2012-04-29,Sunday
AR,2012-04-30,Bridge Public Holiday
AW,2012-04-30,Queen's Day
BO,2012-04-30,Labor Day (observed)
CN,2012-04-30,Day off (substituted from 04/28/2012)
CW,2012-04-30,Queen's Day
DO,2012-04-30,Labor Day
HU,2012-04-30,Day off (substituted from 04/21/2012)
JP,2012-04-30,Substitute Holiday
KZ,2012-04-30,Day off (substituted from 04/28/2012)
NL,2012-04-30,Queen's Day
RU,2012-04-30,Day off (substituted from 04/28/2012)
UA,2012-04-30,Day off (substituted from 04/28/2012)
VN,2012-04-30,Liberation Day/Reunification Day
AM,2012-05-01,Labor Day
AO,2012-05-01,International Worker's Day
AR,2012-05-01,Labor Day
AT,2012-05-01,Labor Day
AW,2012-05-01,Labor Day
BA,2012-05-01,International Labor Day
BD,2012-05-01,May Day
BE,2012-05-01,Labor Day
BG,2012-05-01,Labor Day and International Workers' Solidarity Day
BI,2012-05-01,Labour Day
BO,2012-05-01,Labor Day
BR,2012-05-01,Worker's Day
BW,2012-05-01,Labour Day
BY,2012-05-01,Labor Day
